3b225aa0-ff92-4f30-b50b-9a11bd5a884a,Gislaved,Henrik Trollesgatan,9
f73471ee-b588-46d0-a9b0-0a60293d7011,Landskrona,Backabovägen,12
7abf605c-f3cc-4566-8844-f4c1ddebd170,Höör,Havsjövägen,4
885bb26e-949f-430b-a805-53080839c5c8,Hemse,Nissamålavägen,8
52a8696f-7ec3-426a-a8a6-18c7f3b93109,Vilhelmina,Patrullvägen,13
6b7f52f9-e990-4484-905f-bba1cf3c8bea,Hedemora,Idrottsvägen,23
45643c7e-6052-4d28-8e25-965e857fabce,Strömstad,Björkholmskajen,3
df05b133-fbe9-4d78-a327-0d495977b1d3,Järvsö,Kungsbron,34
8bfa22ab-e217-4575-9172-582fc9538b7a,Svalöv,Odengatan,9
e3cc0bab-c743-4759-bc3f-71a8e1873c59,Nacka,Rosenhällsvägen,29
344a8ee9-c9a3-435f-848a-6a3dbe069e28,Vadstena,Fisktorget,29
6975b7a8-e5ff-49ec-a83f-ff0386ab4096,Boxholm,Trollemåla,19
4feebe2e-59c7-4263-8a82-d222489f173d,Hunnebostrand,Apotekarevägen,17
10b0abda-e128-4a9f-8d33-ac89876e7957,Bollebygd,Salviagatan,8
da525fb0-eb5b-48ab-a927-4c6220ea17be,Staffanstorp,Frejavägen,4
2edef49e-94b6-4f27-a196-5a4e7fd6ab35,Lund,Lärkvägen,33
3aba38c5-4d51-480f-a723-b0a3cde933c8,Trelleborg,Päronvägen,18
32345ebf-ddd6-4daa-9bfa-f9006a7d25d4,Västerås,Saltövägen,4
bb85f9bf-03e3-4228-94d3-66cc36ab9f48,Norsjö,Snickaregatan,33
3954bfce-b68e-45d4-a797-b4fa9b8719f1,Kungsängen,Nissamålavägen,32
a7434550-520e-43fa-ba94-1b42296013df,Smögen,Dragsövägen,15
84351b7c-48be-4f87-b6c9-f386cc0dc78c,Trosa,Hagtornsvägen,14
9b7c6c91-f594-4dbb-abc4-fd1c8ba4e10f,Töre,Ulvasjömåla,19
69b71ee0-3f62-48ee-aa3f-9bbc7e0e3e41,Katrineholm,Sagavägen,13
83cd51f1-80ce-4352-ae64-1dbe436de768,Malå,Grönsiskevägen,20
0236b107-dcd6-46b7-a19a-4d408baaabeb,Lycksele,Båtsmansgränd,24
85e5c1a8-752b-4338-a822-37f340cfe211,Arboga,Wrangelsgatan,11
fb5bbb93-5d00-454a-bbbb-e9dad2f8bc65,Burträsk,Forsvägen,5
796eb9f1-d2a3-4722-9adb-c2a24bbdc882,Henån,Tersmedens Väg,33
714f3fd8-3edf-4fb8-af41-54e1341e5517,Vänersborg,Björkhagavägen,25
f13c4088-2180-4e00-9663-0f913adc27fc,Mora,Trombgatan,28
9fc3d9ae-b67b-4aea-888b-84f8288251ad,Malmberget,Ingenjörsgatan,12
63cf4fa2-7017-47f0-9dd1-377022847b39,Skärhamn,Näckens Väg,19
e99b0aa6-7674-4ed5-a8e3-093190ad0d43,Vetlanda,Ekvägen,12
0f70f9bc-5905-4d54-af3e-e49a31f2706a,Färgelanda,Smultronvägen,30
607871f6-d241-486b-80cb-b61efbddb0a8,Skellefteå,Pantarholmskajen,14
c2a758a4-4fe8-401f-b68f-c6f82585ba05,Leksand,Lallerstedts Gata,13
4c9b7952-1b91-4a67-b12d-c9a5fcbaf63c,Tranemo,Norra Möllebacksgränd,28
e4529545-49c2-40d0-8691-587d1f3b7e84,Stockholm,Aspvägen,23
011506fd-4dc4-49e4-a3f9-10d1cd46f65d,Vellinge,Mejeristvägen,16
556eb385-34c4-4fb5-b76c-ad948589a011,Aneby,Inglatorpsvägen,24
6cc624aa-9645-4138-bd04-35463f5f40fb,Strömstad,Gamla Infartsvägen,31
c9dc8b60-d27f-430c-b960-782d854df3a5,Gagnef,Vårdskolevägen,14
51a344a8-30be-4a95-8b4b-cdeb569d1931,Piteå,Wrangelsgatan,26
a3eb3e13-f310-4e2a-898d-f109772393f0,Vallentuna,Bromåla,32
2d730527-c652-4861-a3fa-40561bb32f94,Höganäs,Bastionsgatan,12
42c42a00-0506-4283-b5d7-c46fec228871,Skara,Ekviksvägen,19
2c69a8f4-b97c-4f12-95db-4a90dcb24fa5,Grästorp,Tången,11
bc94c3e8-5989-4046-bdb1-a32325be2300,Karlsborg,Sommarvägen,23
c98e9056-984b-4c9c-8d0a-3451f532c343,Sundsvall,Långgatan,14
6c93e437-b572-46f1-8ee8-3c0fc9435dba,Ekerö,Saltgatan,20
85f64daf-6ed5-4752-ac99-d637490205f1,Arlöv,Odengatan,21
5c71a5bf-c89f-434f-9087-fcd8d70c092c,Mörbylånga,Landbron,31
a32c0cd5-ecf1-4aa1-ac67-9512bef707a7,Tomelilla,Gamla Skeppsbrogatan,17
9bea5326-267a-4ff7-a2b4-3792d368bb07,Kungsängen,Ekorrvägen,20
a0fd9aa6-6c46-42ad-ae6a-aa4bfbfa5d5e,Ed,Neongatan,26
73e586ec-6ea1-4eec-a813-275b824b43a1,Gränna,Odengatan,26
692a3d90-0ab2-407e-a6e4-b3b9c7b5bd2f,Finspång,Saltövägen,19
0d1c4fd1-a51f-46a2-b1eb-6bb5d083a812,Olofström,Kilströmskajen,4
c498df15-fed2-47c3-966d-ca76e504bd8b,Gullspång,Spandelstorpsvägen,12
0b0fd8f5-041e-4365-86f1-8195013392c1,Umeå,Pukesgatan,22
c032ad9d-9221-4a02-8e28-65e1cc00d11e,Jönköping,Trollvägen,25
859413f2-a0d2-42d9-a8b6-0eda87eb648e,Övertorneå,Augerumsvägen,6
2d9bf21b-d0a3-4564-a37c-71e946cad465,Robertsfors,Kulinggatan,11
3d754c7c-d271-4cc7-8341-4d0c708bbc1b,Trollhättan,Järavägen,5
bfcc9e29-cb4a-43d8-8565-5953239521c8,Borgholm,Ekvägen,9
375790a2-9740-459a-86c3-27be4a6c73c2,Filipstad,Östra Vittusgatan,29
17a479be-645c-4751-a9a9-dbda358ea00f,Sala,Parkgatan,10
15cb25c7-637b-4cca-a767-7d3aa61586cc,Sollentuna,Kättilsmåla,22
9ce6ec93-ff5a-41c5-aa5f-1b745e0a90e4,Hjo,Egilsgatan,16
bddf13dc-56d5-4578-bf36-d2c2a72e132f,Vara,Orkestergatan,14
ffa455fc-a08e-473e-94cc-a77866db8788,Lilla Edet,Lövsångarvägen,20
465b3cb8-832f-411d-8ef0-0fa1e36b0881,Lessebo,Rosenholmsvägen,8
361c4d78-73e3-4ac8-91b3-ee70ce0c9422,Herrljunga,Grenadjärgatan,31
229aa7e6-c592-4c4f-83ab-5cd89663a4eb,Sandviken,Snapphanevägen,19
53a3cd61-4121-45fc-b8f4-d98cedd2d0bc,Kristianstad,Kaliumvägen,8
2faafefa-f4a5-49ad-be0b-969e128a12ab,Åre,Sommarvägen,14
243fcf20-e7d0-49cc-aa97-bec7c621ac32,Hedemora,Anders Petters Väg,19
6c53bb93-859d-49c6-9448-24d03747ebbf,Hallstahammar,Snapphanevägen,1
b25cf5c5-edc8-421f-a898-45e4a198e04d,Arlöv,Snickaregatan,33
3fc05914-8ba1-461e-9538-ae502db0f784,Karlskrona,Västragärdesvägen,15
ebbf23c1-f2a7-4fa9-8a56-ff9871fb468f,Hörnefors,Furuvägen,0
c2ea3de2-155a-45b3-8608-002247f1a5d3,Tomelilla,Plommonvägen,6
685decb1-f599-4888-8d95-c173bf0f9eef,Handen,Släggvägen,34
50ef09fe-71d7-486c-a401-d0e565b9b174,Åstorp,Fabbemåla,11
1e019ae5-0296-443e-8528-1890a807e95d,Kisa,Björnbärsvägen,28
c549a421-de47-4478-918b-b5043cc871aa,Säter,Lovisavägen,18
2be58e7d-c11a-475f-b68c-58a20c3f2c48,Gnosjö,Humlegatan,2
3a5fcaf1-92c4-47b1-90fd-1c55f53b8ed2,Mjölby,Styrmansgatan,27
5da6dc95-4aba-4f1a-a4c3-ca1427335f23,Hagfors,Minervavägen,28
d4b5b71f-1e7c-4198-9b1a-a7aad5943813,Ystad,Bredgatan,18
9d4b679a-e25c-400c-afb9-04748ee420fd,Färjestaden,Ingefärsgatan,2
ddd7bf78-9a38-4a31-af5d-cf0915fe0b30,Kisa,Lovisavägen,5
c413cefa-781d-4be5-a70f-5a82282ddfa0,Kristianstad,Sibbamålavägen,3
8129557f-1da9-428d-a573-626a762b9d4c,Vilhelmina,Fabbemåla,24
45e2db31-d9f6-440c-b067-c85988ab6fe4,Holmsund,Skonertgatan,17
5d67f99c-8874-4625-ba49-9cd82c5b2ff3,Västervik,Bofinksvägen,33
261b6c6f-2b66-4e5e-ab88-c257e9b53d6e,Oskarshamn,Tullgatan,29
9bb626f5-11fe-45a8-a9b1-35d5180cf751,Kil,Trossögatan,0
49f95b9e-7dcd-4baf-93ba-9e0f77734cbd,Höör,Albergabacken,4
d4d40fd5-4d6d-4840-80db-a7fd7752dead,Valdemarsvik,Giserydsvägen,0
eb7972dc-1bb9-420e-a9c2-aaef52a16c69,Kungsör,Tegnérliden,17
a8fa6710-dba4-4798-9150-07abcdec29d2,Falkenberg,Bastasjövägen,2
49af5736-34cd-4908-b264-c81239e23eb0,Vindeln,Sunnavägen,12
868c3991-6362-444c-bebb-352c054a0a01,Onsala,Enholmsvägen,12
05fc5619-4521-44c6-8481-cd2481dcea1d,Salem,Sunnadalsvägen,14
d47a8ad6-f3bc-42ac-ba61-8df5806ff63d,Tierp,Klementsmålavägen,25
7409748b-238f-4ae4-91bd-2e8c19e3b83b,Köping,Gåsamåla,20
2566df8e-a184-4320-9f0f-90369e83accc,Vansbro,Björnbärsvägen,19
5daaab2e-710b-4d3d-9ad9-830886ebb867,Osby,Södra Smedjegatan,19
e1aa5be3-f10a-4762-a580-d89939c45f74,Emmaboda,Kolonivägen,13
536a0b4d-281a-4134-9986-29c30da2204f,Herrljunga,Ingefärsgatan,16
7e3fe0c7-fd25-42ed-b4e1-3d328ede872c,Aneby,Kanelgatan,13
4733ff04-41ee-4ff7-9b27-5e3d94a984b5,Torsås,Orkestergatan,10
f958554f-1810-4188-8365-72e1f6b6f832,Stockholm,Grönsiskevägen,28
1b3cb8d8-0fd8-4d87-9872-1f662b7f0697,Mölndal,Skolgatan,4
220664b8-904d-4dbd-bd0b-a452a5b3ac3a,Trosa,Apotekarevägen,31
26fc7a7f-1c2a-4ddd-8a22-fb866eb98e7c,Älvdalen,Björsmåla,0
de1906f2-76e2-490f-b5a0-b156341950cf,Sölvesborg,Släntgatan,14
33afd7b4-8564-4530-bbcf-c1915d736789,Falköping,Älmteryd,18
1adaad1a-124b-41f5-a718-e85fd5929cd4,Stenungsund,Släntgatan,22
c5b02f9b-d2ba-4f00-9627-0de903ddfdce,Svalöv,Silletorpsvägen,14
8df7ce72-88b1-44b6-b37c-4b7d2b2654b6,Vallentuna,Coldinuvägen,22
b91d6ed0-4c37-439a-82af-9ccf3bf76bed,Åseda,Mimersgatan,16
3f129813-475a-4eed-b74c-a5e4dc90483e,Åhus,Ronnebyvägen,23
e90ae9ee-945f-407b-97a6-a1536a28a90e,Sölvesborg,Kofferdivägen,20
e28cf4da-20d3-4995-98e3-aec7d1534404,Ekerö,Hallstigen,1
8af875df-4739-458c-bbe8-8bfdd11f705c,Skövde,Klementsmålavägen,29
8cff5806-0beb-4112-a875-0f956019e3bb,Kista,Roparebergsvägen,26
f293161b-3ae2-40e7-8e2f-6a053c4b89c2,Norrtälje,Lövsångarvägen,18
b4a956f1-ffd9-43cc-9314-7b49195d848b,Mölndal,Rosenhällsvägen,0
e6f451e8-6df2-45b0-ad72-2ee62550fa1a,Älmhult,Utövägen,30
772f604f-ea31-4f3d-ae88-5339afbaf4a5,Falun,Gyllenstjärnas Väg,23
960f2396-6b86-475a-8c31-2a5cb9511cdf,Alingsås,Solskensgatan,1
c46b3a4d-ac62-4a8a-a70a-90929be3bdce,Tibro,Graveleys Väg,34
b0a2a837-4316-4835-8b58-e944ccfd2f25,Vadstena,Mossvägen,13
bae57d8a-b2b7-4916-8e20-777dd4926c67,Malung,Skolgatan,17
16c64e2b-887b-4a61-91af-ad589b36286d,Stenungsund,Björsmåla,21
fd5cbbf6-6638-46d7-96c6-c32cc3896bf7,Tingsryd,Smedtorpsvägen,5
1fb5aa46-9390-432e-b3a0-f91959b4c951,Orsa,Havsjövägen,13
ecc5c2a4-5c77-44a4-8bf9-c845ada9498b,Åmål,Hallstigen,15
e9050379-ffdc-4924-b0b5-d237098b031a,Filipstad,Mölletorpsvägen,31
884626c6-f50e-41f2-9bd2-b50ccedd1238,Lindome,Ölandsgatan,22
30cccac3-2d82-4e8b-ad9d-3aaaa1511340,Lessebo,Gullregnsvägen,29
9e1e6dc5-b69c-4ccc-b5f3-f5b7ba1f4695,Färgelanda,Konstapelsgatan,3
2deee6d4-cc56-49bf-9e81-3af69ebdcd3e,Högsby,Valhallavägen,24
25e48f39-ecf0-4354-ab87-9125d406f93f,Kisa,Kungsbrogatan,2
d0c76254-b79c-4e84-8ab4-6f5c0aee7b8e,Malung,Landbrogatan,18
bc3d78a7-d1b3-4755-8109-6c94ca4e7e5a,Surahammar,Hallonvägen,10
d93c342e-b2c1-4469-b33c-03e555baf7fa,Hörnefors,Odengatan,27
a99f345e-cfce-4b1a-b4fc-a7b7f75ef86e,Värnamo,Järnvägstorget,15
8a55b182-00c3-466b-991a-2184949690a5,Sandviken,Tomtevägen,24
9f3fe070-7bf2-4c0d-aa34-393cd5fbd82f,Borlänge,Stora Vägen,28
90dc2ba6-f215-48b0-b0fd-56c17d19b204,Hallstahammar,Ostermansgatan,27
5b78af51-ac45-4cd4-8ca9-3b54423d3480,Töre,Kolonivägen,12
08314225-a629-4ea3-b45e-91b0a3150034,Surahammar,Gullregnsvägen,33
6d97eb55-df1b-416f-8e8f-7989bc78daf1,Hunnebostrand,Kungsbron,23
cec17035-0d0e-43d8-a14e-325cd506181c,Rättvik,Thore Christoffersgatan,33
9c36df3f-6527-41c7-bbe4-ef5b13ee99bd,Skärhamn,Ehrensvärdsgatan,11
1d995497-43b5-4e95-87c0-b07dcdd22e94,Sigtuna,Trombgatan,14
e4eae44c-f1d9-41cf-ba3c-f67f77d9ab53,Motala,Ferbers Väg,13
bc87626f-6cad-42d8-9ed1-b7f5c4602b59,Halmstad,Bastionsgatan,23
045792e0-6704-4ca0-9519-76acd88068c9,Eksjö,Hantverkaregatan,11
59e1cafe-70dc-412c-b794-c29de4acc3e5,Alingsås,Drottninggatan,15
57aef478-d282-4076-86e7-5fc059a211ca,Malung,Björkvägen,19
359da318-0795-42d5-8c40-46051b4b59be,Trelleborg,Björkholmsplan,11
e27e02d5-5aeb-4f0c-a70c-e8f389fe1b14,Köping,Peppargatan,19
8e740f1f-1bd9-4307-966e-3f6ede7f4453,Ånge,Havsjövägen,10
9ad4ae3d-2456-47cb-a0c4-0335e7449ec1,Vallentuna,Harstorpsvägen,23
b21e39fa-b79a-4985-88d0-bd4f3b13672d,Marstrand,Albergabacken,1
1f6c0250-f774-436d-a471-6e6cc1f81873,Mellerud,Norra Smedjegatan,17
fb403bce-1687-4149-ba80-7b11bd1df918,Gislaved,Blekingegatan,28
3699f42a-02ae-4dcc-bfd0-15d50a13e6b3,Västervik,Giserydsvägen,5
a1e8cdc5-d7dd-4dbd-a7a3-0cf99e939240,Lindesberg,Rådhusgatan,15
790dacbb-7201-4846-8786-1c35bbfd2b1c,Härnösand,Kättilsmåla,4
b423616b-202c-48b1-95dc-336261e54f06,Haparanda,Kolonivägen,32
49736265-20c1-4e43-85cf-ad0939f61886,Bergsjö,Konstapelsgatan,31
624e36f2-50c0-41f4-b4b3-8025b4c6a146,Ulricehamn,Barktorget,13
3c6bc057-f4cc-4987-adc0-92d0e1f07200,Skoghall,Baldersvägen,7
6913ce55-d280-42f0-85c4-3e35e85749d8,Fjugesta,Sparrensgatan,21
d98f25e9-7e05-42f0-86a1-0a9a209f2497,Östhammar,Ölandsgatan,20
b0334bfa-9acb-4fa1-a105-7fffcb792bfc,Timrå,Trastvägen,12
4487dd58-dd5e-4520-b08c-14be6297fb03,Lycksele,Gullbernavägen,34
6d0ff4c5-efb2-4460-a271-1222da01b366,Vilhelmina,Gefionvägen,18
b73baba3-d932-44a8-824e-cddb0cc9999c,Smögen,Thore Christoffersgatan,4
5420d441-6fbe-4963-ad8d-5f4f1d67538c,Örkelljunga,Haglövägen,10
c82c6267-22e0-447b-8c7c-8418574af68e,Ludvika,Västra Marksgatan,33
ffd09844-7c02-41f7-b540-e2c384377e62,Vårgårda,Dragspelsgatan,5
cd30133a-40c9-4795-a917-a9133d366cfb,Kista,Tomtevägen,20
cbcf47ab-14c7-46fb-9209-445bec6491e5,Slite,Finnagränd,31
5169bfe9-6847-4b15-90c1-d5d1abd25042,Kungsängen,Swahns Väg,26
b2968597-7f73-47f9-b211-ea7bd6da9bf6,Tranemo,Gyllenstjärnas Väg,26
e9797183-31e9-400f-9fc4-0788a204e586,Lessebo,Torsvägen,17
44c1846e-04f6-40d4-9098-8b6ba621a85b,Upplands-Väsby,Eddavägen,6
ed845e0f-eca2-400b-8f6c-5bb8d698d78c,Staffanstorp,Frejavägen,6
30e4e62b-360a-4164-b210-70699d630072,Surahammar,Rostavägen,17
b794fb1b-5710-4668-b33f-ef354616f97b,Hyltebruk,Pukesgatan,10
d0d963d3-0757-4ae6-b8c3-470d26cb7615,Lindome,Fiskaregatan,29
63673a96-f5ee-424b-9245-003739721622,Töre,Pantarholmskajen,0
160c2566-6fd6-4309-a174-336e20b981e9,Skutskär,Kronobergsgatan,11
